Article ID,Publication Year,Reference,US$/QALY *,Ratio Description,PubMed ID,Target Population,Intervention Description,Title,Comparator Description,Impact
2017-01-25254,2017,Vilain 2017 Value Health Reg Issues,14000,Edoxaban VERSUS Standard/Usual Care- Warfarin IN Specific disease- Atrial fibrillation; Age- Adult; Gender- Both; Country- Taiwan.,28648320,Specific disease- Atrial fibrillation; Age- Adult; Gender- Both; Country- Taiwan.,Edoxaban,Cost-Effectiveness of Edoxaban vs. Warfarin in Patients with Atrial Fibrillation  Based on Results of the ENGAGE AF - TIMI 48 Trial: Taiwanese Perspective.,Standard/Usual Care- Warfarin,NE
2017-01-24608,2017,Chang 2017 Clin Transplant,Cost-Saving,"Direct ventricular assist device VERSUS Double bridges, extracorporeal membrane oxygenation before ventricular assist device IN Specific disease- Refractory heart failure; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- Taiwan.",28944511,"Specific disease- Refractory heart failure; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- Taiwan.",Direct ventricular assist device,Cost-utility analysis of direct VAD versus double bridges to heart transplantation in patients with refractory heart failure.,"Double bridges, extracorporeal membrane oxygenation before ventricular assist device",SE
2017-01-24551,2017,Leung 2017 Expert Rev Pharmacoecon Outcomes Res,630000,Pertuzumab plus trastuzumab and docetaxel VERSUS Trastuzumab and docetaxel (TD) IN Specific disease- Metastatic breast cancer; Age- Adult; Gender- Female; Country- Taiwan.,28965422,Specific disease- Metastatic breast cancer; Age- Adult; Gender- Female; Country- Taiwan.,Pertuzumab plus trastuzumab and docetaxel,Cost-effectiveness of pertuzumab combined with trastuzumab and docetaxel as a first-line treatment for HER-2 positive metastatic breast cancer.,Trastuzumab and docetaxel (TD),NE
2017-01-24463,2017,Chang 2017 Int J Qual Health Care,16000,"Pharmacist-Assisted Warfarin Monitoring (PAWM) VERSUS Standard/Usual Care- Usual Care IN Healthy; Age- 41 to 64 years, >=65 years; Gender- Both; Country- Taiwan.",29025143,"Healthy; Age- 41 to 64 years, >=65 years; Gender- Both; Country- Taiwan.",Pharmacist-Assisted Warfarin Monitoring (PAWM),Cost-effectiveness of the pharmacist-assisted warfarin monitoring program at a Medical Center in Taiwan.,Standard/Usual Care- Usual Care,NE
2017-01-24323,2017,Leung 2017 Oncotarget,7100,Proton beam therapy VERSUS Standard/Usual Care- Stereotactic body radiation therapy IN Specific disease- Hepatocellular carcinoma; Age- Adult; Gender- Both; Country- Taiwan; Other- Inoperable advanced hepatocellular carcinoma.,29088891,Specific disease- Hepatocellular carcinoma; Age- Adult; Gender- Both; Country- Taiwan; Other- Inoperable advanced hepatocellular carcinoma.,Proton beam therapy,Cost-utility of stereotactic radiation therapy versus proton beam therapy for inoperable advanced hepatocellular carcinoma.,Standard/Usual Care- Stereotactic body radiation therapy,NE
2017-01-22200,2017,Chiou 2017 Int J Audiol,3700,Transient evoked otoacoustic emission (TEOAE) hearing screening VERSUS Automatic acoustic brainstem response (aABR) hearing screening IN Specific disease- Congenital hearing loss; Age- 0 to 18 years; Gender- Both; Country- Taiwan.,27598544,Specific disease- Congenital hearing loss; Age- 0 to 18 years; Gender- Both; Country- Taiwan.,Transient evoked otoacoustic emission (TEOAE) hearing screening,Economic evaluation of long-term impacts of universal newborn hearing screening.,Automatic acoustic brainstem response (aABR) hearing screening,NE
2017-01-22200,2017,Chiou 2017 Int J Audiol,Cost-Saving,Automatic acoustic brainstem response (aABR) hearing screening VERSUS No screening IN Healthy; Age- 0 to 18 years; Gender- Both; Country- Taiwan.,27598544,Healthy; Age- 0 to 18 years; Gender- Both; Country- Taiwan.,Automatic acoustic brainstem response (aABR) hearing screening,Economic evaluation of long-term impacts of universal newborn hearing screening.,No screening,SE
2017-01-22200,2017,Chiou 2017 Int J Audiol,Cost-Saving,Transient evoked otoacoustic emission (TEOAE) hearing screening VERSUS No Screening IN Specific disease- Congenital hearing loss; Age- 0 to 18 years; Gender- Both; Country- Taiwan.,27598544,Specific disease- Congenital hearing loss; Age- 0 to 18 years; Gender- Both; Country- Taiwan.,Transient evoked otoacoustic emission (TEOAE) hearing screening,Economic evaluation of long-term impacts of universal newborn hearing screening.,No Screening,SE
2016-01-22710,2016,Chan 2016 Int J Gen Med,Cost-Saving,"Amlodipine (5/10 mg), a calcium channel blocker VERSUS Valsartan (80/160 mg), a angiotensin II receptor blocker (ARB) IN Specific disease- Hypertensive; Age- 41 to 64 years, >=65 years; Gender- Both; Country- Taiwan.",27330323,"Specific disease- Hypertensive; Age- 41 to 64 years, >=65 years; Gender- Both; Country- Taiwan.","Amlodipine (5/10 mg), a calcium channel blocker",Cost-effectiveness of amlodipine compared with valsartan in preventing stroke and myocardial infarction among hypertensive patients in Taiwan.,"Valsartan (80/160 mg), a angiotensin II receptor blocker (ARB)",SE
2016-01-22545,2016,Gibson 2016 J Mark Access Health Policy,11000,Current Vaccination Practice + Pediatric vaccination with live attenuated influenza vaccine (LAIV) VERSUS Standard/Usual Care- Current Vaccination practice IN Specific disease- Influenza; Age- 0 to 18 years; Gender- Both; Country- United Kingdom.,27429720,Specific disease- Influenza; Age- 0 to 18 years; Gender- Both; Country- United Kingdom.,Current Vaccination Practice + Pediatric vaccination with live attenuated influenza vaccine (LAIV),Cost-effectiveness analysis of the direct and indirect impact of intranasal live  attenuated influenza vaccination strategies in children: alternative country profiles.,Standard/Usual Care- Current Vaccination practice,NE
2016-01-22545,2016,Gibson 2016 J Mark Access Health Policy,5100,Current Vaccination Practice + Pediatric vaccination with live attenuated influenza vaccine (LAIV) VERSUS Standard/Usual Care- Current Vaccination practice IN Specific disease- Influenza; Age- 0 to 18 years; Gender- Both; Country- Brazil.,27429720,Specific disease- Influenza; Age- 0 to 18 years; Gender- Both; Country- Brazil.,Current Vaccination Practice + Pediatric vaccination with live attenuated influenza vaccine (LAIV),Cost-effectiveness analysis of the direct and indirect impact of intranasal live  attenuated influenza vaccination strategies in children: alternative country profiles.,Standard/Usual Care- Current Vaccination practice,NE
