Article ID,Publication Year,Reference,US$/QALY *,Ratio Description,PubMed ID,Target Population,Intervention Description,Title,Comparator Description,Impact
2019-01-29205,2019,Assumpcao 2019 Obes Surg,19000,Gastric Bypass Surgery VERSUS Standard/Usual Care- Clinical treatment IN Specific disease- Obesity; Age- Adult; Gender- Both; Country- Brazil.,31214966,Specific disease- Obesity; Age- Adult; Gender- Both; Country- Brazil.,Gastric Bypass Surgery,Cost-Utility of Gastric Bypass Surgery Compared to Clinical Treatment for Severely Obese With and Without Diabetes in the Perspective of the Brazilian Public Health System.,Standard/Usual Care- Clinical treatment,NE
2019-01-29205,2019,Assumpcao 2019 Obes Surg,23000,Gastric bypass surgery VERSUS Standard/Usual Care- Clinical treatment IN Specific disease- Obesity; Age- Adult; Gender- Both; Country- Brazil; Other- Diabetes Mellitus.,31214966,Specific disease- Obesity; Age- Adult; Gender- Both; Country- Brazil; Other- Diabetes Mellitus.,Gastric bypass surgery,Cost-Utility of Gastric Bypass Surgery Compared to Clinical Treatment for Severely Obese With and Without Diabetes in the Perspective of the Brazilian Public Health System.,Standard/Usual Care- Clinical treatment,NE
2018-01-28160,2018,Stella 2018 Int J Qual Health Care,3000,Fractional flow reserve-guided percutaneous coronary intervention VERSUS Angiography-guided percutaneous coronary intervention IN Specific disease- Multivessel coronary artery disease; Age- Adult; Gender- Both; Country- Brazil.,30576452,Specific disease- Multivessel coronary artery disease; Age- Adult; Gender- Both; Country- Brazil.,Fractional flow reserve-guided percutaneous coronary intervention,Cost utility of fractional flow reserve-guided percutaneous coronary intervention in multivessel coronary artery disease in Brazil.,Angiography-guided percutaneous coronary intervention,NE
2018-01-27287,2018,Bocchi 2018 J Card Fail,1900,Heart Failure disease management programs VERSUS Standard/Usual Care- Control group IN Specific disease- Heart failure; Age- Adult; Gender- Both; Country- Brazil; Other- New York Heart Association functional class <3.,29723595,Specific disease- Heart failure; Age- Adult; Gender- Both; Country- Brazil; Other- New York Heart Association functional class <3.,Heart Failure disease management programs,Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Standard/Usual Care- Control group,NE
2018-01-27287,2018,Bocchi 2018 J Card Fail,390000,"Heart Failure disease management programs VERSUS Standard/Usual Care- Control group IN Specific disease- Heart failure; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- Brazil.",29723595,"Specific disease- Heart failure; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- Brazil.",Heart Failure disease management programs,Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Standard/Usual Care- Control group,SW
2018-01-27287,2018,Bocchi 2018 J Card Fail,500,Heart Failure disease management programs VERSUS Standard/Usual Care- Control group IN Specific disease- Heart failure; Age- Adult; Gender- Both; Country- Brazil; Other- Left ventricular ejection fraction >=35%.,29723595,Specific disease- Heart failure; Age- Adult; Gender- Both; Country- Brazil; Other- Left ventricular ejection fraction >=35%.,Heart Failure disease management programs,Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Standard/Usual Care- Control group,NE
2018-01-27287,2018,Bocchi 2018 J Card Fail,Cost-Saving,Heart failure disease management program (overall) VERSUS Standard/Usual Care- Control group IN Specific disease- Heart failure; Age- Adult; Gender- Both; Country- Brazil.,29723595,Specific disease- Heart failure; Age- Adult; Gender- Both; Country- Brazil.,Heart failure disease management program (overall),Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Standard/Usual Care- Control group,SE
2018-01-27287,2018,Bocchi 2018 J Card Fail,Cost-Saving,"Heart failure disease management programs VERSUS Control group IN Specific disease- Heart failure; Age- 41 to 64 years, >=65 years; Gender- Both; Country- Brazil.",29723595,"Specific disease- Heart failure; Age- 41 to 64 years, >=65 years; Gender- Both; Country- Brazil.",Heart failure disease management programs,Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Control group,SE
2018-01-27287,2018,Bocchi 2018 J Card Fail,Cost-Saving,Heart Failure disease management programs VERSUS Standard/Usual Care- Control group IN Specific disease- ; Age- Adult; Gender- Both; Country- Brazil; Other- Left ventricular ejection fraction <35%.,29723595,Specific disease- ; Age- Adult; Gender- Both; Country- Brazil; Other- Left ventricular ejection fraction <35%.,Heart Failure disease management programs,Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Standard/Usual Care- Control group,SE
2018-01-27287,2018,Bocchi 2018 J Card Fail,Cost-Saving,Heart Failure disease management programs VERSUS Standard/Usual Care- Control group IN Specific disease- Heart failure ; Age- Adult; Gender- Both; Country- Brazil; Other- Black/mulatto race.,29723595,Specific disease- Heart failure ; Age- Adult; Gender- Both; Country- Brazil; Other- Black/mulatto race.,Heart Failure disease management programs,Cost-Effectiveness Benefits of a Disease Management Program:The REMADHE Trial Results.,Standard/Usual Care- Control group,SE
