Article ID,Publication Year,Reference,US$/QALY *,Ratio Description,PubMed ID,Target Population,Intervention Description,Title,Comparator Description,Impact
2018-01-27450,2018,Holko 2018 Pharmacoeconomics,18000,"Adalimumab or vedolizumab (2nd line, after failure with infliximab) VERSUS Standard/Usual Care- Second-line adalimumab after failure of therapy with infliximab in the first line IN Specific disease- Crohn's Disease (moderate to severe); Age- Adult; Gender- Both; Country- Poland; Other- Not adequately treated with standard treatments.",29667146,Specific disease- Crohn's Disease (moderate to severe); Age- Adult; Gender- Both; Country- Poland; Other- Not adequately treated with standard treatments.,"Adalimumab or vedolizumab (2nd line, after failure with infliximab)",Cost-Effectiveness Analysis of Crohn''s Disease Treatment with Vedolizumab and Ustekinumab After Failure of Tumor Necrosis Factor-alpha Antagonist.,Standard/Usual Care- Second-line adalimumab after failure of therapy with infliximab in the first line,NE
2018-01-27450,2018,Holko 2018 Pharmacoeconomics,23000,"Adalimumab or ustekinumab (2nd line, after failure with infliximab) VERSUS Standard/Usual Care- Second-line adalimumab after failure of therapy with infliximab in the first line IN Specific disease- Crohn's Disease (moderate to severe); Age- Adult; Gender- Both; Country- Poland; Other- Not adequately treated with standard treatments.",29667146,Specific disease- Crohn's Disease (moderate to severe); Age- Adult; Gender- Both; Country- Poland; Other- Not adequately treated with standard treatments.,"Adalimumab or ustekinumab (2nd line, after failure with infliximab)",Cost-Effectiveness Analysis of Crohn''s Disease Treatment with Vedolizumab and Ustekinumab After Failure of Tumor Necrosis Factor-alpha Antagonist.,Standard/Usual Care- Second-line adalimumab after failure of therapy with infliximab in the first line,NE
2018-01-27450,2018,Holko 2018 Pharmacoeconomics,Cost-Saving,"Adalimumab or vedolizumab (2nd line, after failure with infliximab) VERSUS Standard/Usual Care- Adalimumab or ustekinumab in the second line after failure of therapy with infliximab, and each of the second-line treatments after another one in the third line IN Specific disease- Crohn's Disease (moderate to severe); Age- Adult; Gender- Both; Country- Poland; Other- Not adequately treated with standard treatments.",29667146,Specific disease- Crohn's Disease (moderate to severe); Age- Adult; Gender- Both; Country- Poland; Other- Not adequately treated with standard treatments.,"Adalimumab or vedolizumab (2nd line, after failure with infliximab)",Cost-Effectiveness Analysis of Crohn''s Disease Treatment with Vedolizumab and Ustekinumab After Failure of Tumor Necrosis Factor-alpha Antagonist.,"Standard/Usual Care- Adalimumab or ustekinumab in the second line after failure of therapy with infliximab, and each of the second-line treatments after another one in the third line",SE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,1200,"Universal screening of 6-year olds, based on genetic diagnosis VERSUS None IN Healthy; Age- 0 to 18 years; Gender- Both; Country- Poland.",29407882,Healthy; Age- 0 to 18 years; Gender- Both; Country- Poland.,"Universal screening of 6-year olds, based on genetic diagnosis",The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,130,"Opportunistic screening of people after first onset of acute coronary syndrome or stroke, age limit VERSUS None IN Healthy; Age- 41 to 64 years; Gender- Both; Country- Poland.",29407882,Healthy; Age- 41 to 64 years; Gender- Both; Country- Poland.,"Opportunistic screening of people after first onset of acute coronary syndrome or stroke, age limit",The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,1400,"Opportunistic screening of people after first onset of acute coronary syndrome or stroke, any age VERSUS None IN Healthy; Age- >=65 years; Gender- Both; Country- Poland.",29407882,Healthy; Age- >=65 years; Gender- Both; Country- Poland.,"Opportunistic screening of people after first onset of acute coronary syndrome or stroke, any age",The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,5800,Opportunistic screening of people after the first onset of acute coronary syndrome VERSUS None IN Healthy; Age- >=65 years; Gender- Both; Country- Poland.,29407882,Healthy; Age- >=65 years; Gender- Both; Country- Poland.,Opportunistic screening of people after the first onset of acute coronary syndrome,The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,630,Universal screening of people getting first job using clinical diagnosis only VERSUS None IN Healthy; Age- 19 to 40 years; Gender- Both; Country- Poland.,29407882,Healthy; Age- 19 to 40 years; Gender- Both; Country- Poland.,Universal screening of people getting first job using clinical diagnosis only,The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,930,Opportunistic screening of people after the first onset of acute coronary syndrome (ACS-G-55/65) VERSUS None IN Healthy; Age- 41 to 64 years; Gender- Both; Country- Poland.,29407882,Healthy; Age- 41 to 64 years; Gender- Both; Country- Poland.,Opportunistic screening of people after the first onset of acute coronary syndrome (ACS-G-55/65),The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
2018-01-25570,2018,Pelczarska 2018 Atherosclerosis,940,Universal screening of people getting first job using clinical diagnosis and genetic diagnosis VERSUS None IN Healthy; Age- 19 to 40 years; Gender- Both; Country- Poland.,29407882,Healthy; Age- 19 to 40 years; Gender- Both; Country- Poland.,Universal screening of people getting first job using clinical diagnosis and genetic diagnosis,The cost-effectiveness of screening strategies for familial hypercholesterolaemia in Poland.,None,NE
