Article ID,Publication Year,Reference,US$/QALY *,Ratio Description,PubMed ID,Target Population,Intervention Description,Title,Comparator Description,Impact
2020-01-35715,2020,Chauhan 2020 PLoS One,2200,"papanicolaou test every 10 years VERSUS human papillomavirus DNA test every 3 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",papanicolaou test every 10 years,Cost effectiveness of strategies for cervical cancer prevention in India.,human papillomavirus DNA test every 3 years,SW
2020-01-35715,2020,Chauhan 2020 PLoS One,22000,"human papillomavirus dna test every 3 years VERSUS visual inspection with acetic acid every 3 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",human papillomavirus dna test every 3 years,Cost effectiveness of strategies for cervical cancer prevention in India.,visual inspection with acetic acid every 3 years,NE
2020-01-35715,2020,Chauhan 2020 PLoS One,2300,"human papillomavirus dna test every 10 years VERSUS human papillomavirus DNA test every 3 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",human papillomavirus dna test every 10 years,Cost effectiveness of strategies for cervical cancer prevention in India.,human papillomavirus DNA test every 3 years,SW
2020-01-35715,2020,Chauhan 2020 PLoS One,2500,"visual inspection with acetic acid every 3 years VERSUS visual inspection with acetic acid every 5 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",visual inspection with acetic acid every 3 years,Cost effectiveness of strategies for cervical cancer prevention in India.,visual inspection with acetic acid every 5 years,NE
2020-01-35715,2020,Chauhan 2020 PLoS One,3100,"papanicolaou test every 5 years VERSUS human papillomavirus DNA test every 3 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",papanicolaou test every 5 years,Cost effectiveness of strategies for cervical cancer prevention in India.,human papillomavirus DNA test every 3 years,SW
2020-01-35715,2020,Chauhan 2020 PLoS One,3600,"human papillomavirus dna test every 5 years VERSUS human papillomavirus DNA test every 3 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",human papillomavirus dna test every 5 years,Cost effectiveness of strategies for cervical cancer prevention in India.,human papillomavirus DNA test every 3 years,SW
2020-01-35715,2020,Chauhan 2020 PLoS One,3600,"papanicolaou test every 3 years VERSUS human papillomavirus DNA test every 3 years IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",papanicolaou test every 3 years,Cost effectiveness of strategies for cervical cancer prevention in India.,human papillomavirus DNA test every 3 years,SW
2020-01-35715,2020,Chauhan 2020 PLoS One,610,"visual inspection with acetic acid every 10 years VERSUS None IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",visual inspection with acetic acid every 10 years,Cost effectiveness of strategies for cervical cancer prevention in India.,None,NE
2020-01-35715,2020,Chauhan 2020 PLoS One,890,"visual inspection with acetic acid every 5 years VERSUS Standard/Usual Care- visual inspection with acetic acid (every 10 years) IN Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",32870941,"Healthy; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Female; Country- India.",visual inspection with acetic acid every 5 years,Cost effectiveness of strategies for cervical cancer prevention in India.,Standard/Usual Care- visual inspection with acetic acid (every 10 years),NE
2020-01-34854,2020,Chauhan 2020 Int J Technol Assess Health Care,5600,"intensity modulated radiotherapy VERSUS 3 dimensional conformal radiotherapy IN Specific disease- head and neck cancer; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- India.",32962782,"Specific disease- head and neck cancer; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- India.",intensity modulated radiotherapy,Cost-effectiveness of treating head and neck cancer using intensity-modulated  radiation therapy: implications for cancer control program in India.,3 dimensional conformal radiotherapy,NE
2020-01-34854,2020,Chauhan 2020 Int J Technol Assess Health Care,7700,"intensity modulated radiotherapy VERSUS 2 dimensional radiotherapy IN Specific disease- head and neck cancer; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- India.",32962782,"Specific disease- head and neck cancer; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- India.",intensity modulated radiotherapy,Cost-effectiveness of treating head and neck cancer using intensity-modulated  radiation therapy: implications for cancer control program in India.,2 dimensional radiotherapy,NE
2020-01-34854,2020,Chauhan 2020 Int J Technol Assess Health Care,9800,"3 dimensional conformal radiotherapy VERSUS 2 dimensional radiotherapy IN Specific disease- head and neck cancer; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- India.",32962782,"Specific disease- head and neck cancer; Age- 19 to 40 years, 41 to 64 years, >=65 years; Gender- Both; Country- India.",3 dimensional conformal radiotherapy,Cost-effectiveness of treating head and neck cancer using intensity-modulated  radiation therapy: implications for cancer control program in India.,2 dimensional radiotherapy,NE
2020-01-34582,2020,Sathish 2020 BMC Med,160,"peer-support lifestyle intervention VERSUS booklet on lifestyle change IN Healthy; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- India; Other- high risk of developing type 2 diabetes in the Indian state of kerala, indian diabetes risk score of >= 60.",32883279,"Healthy; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- India; Other- high risk of developing type 2 diabetes in the Indian state of kerala, indian diabetes risk score of >= 60.",peer-support lifestyle intervention,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes  in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes  Prevention Program.,booklet on lifestyle change,NE
2020-01-34582,2020,Sathish 2020 BMC Med,51,"peer-support lifestyle intervention VERSUS booklet on lifestyle change IN Healthy; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- India; Other- high risk of developing type 2 diabetes in the Indian state of kerala, indian diabetes risk score of >= 60.",32883279,"Healthy; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- India; Other- high risk of developing type 2 diabetes in the Indian state of kerala, indian diabetes risk score of >= 60.",peer-support lifestyle intervention,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes  in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes  Prevention Program.,booklet on lifestyle change,NE
2020-01-34582,2020,Sathish 2020 BMC Med,52,"peer-support lifestyle intervention VERSUS booklet on lifestyle change IN Healthy; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- India; Other- high risk of developing type 2 diabetes in the Indian state of kerala, indian diabetes risk score of >= 60.",32883279,"Healthy; Age- 19 to 40 years, 41 to 64 years; Gender- Both; Country- India; Other- high risk of developing type 2 diabetes in the Indian state of kerala, indian diabetes risk score of >= 60.",peer-support lifestyle intervention,Cost-effectiveness of a lifestyle intervention in high-risk individuals for diabetes  in a low- and middle-income setting: Trial-based analysis of the Kerala Diabetes  Prevention Program.,booklet on lifestyle change,NE
2020-01-34157,2020,Narasimhalu 2020 Clin Drug Investig,24000,"genetic testing of cyp2c19 --> ticagrelor for positive screens VERSUS Standard/Usual Care- clopidogrel IN Specific disease- ischemic stroke; Age- >=65 years; Gender- Both; Country- Singapore; Other- first ischemic stroke, ethnic Chinese.",32959334,"Specific disease- ischemic stroke; Age- >=65 years; Gender- Both; Country- Singapore; Other- first ischemic stroke, ethnic Chinese.",genetic testing of cyp2c19 --> ticagrelor for positive screens,Cost Effectiveness of Genotype-Guided Antiplatelet Therapy in Asian Ischemic Stroke  Patients: Ticagrelor as an Alternative to Clopidogrel in Patients with CYP2C19 Loss  of Function Mutations.,Standard/Usual Care- clopidogrel,NE
2020-01-34157,2020,Narasimhalu 2020 Clin Drug Investig,25000,"genetic testing of cyp2c19 --> ticagrelor for positive screens VERSUS Standard/Usual Care- clopidogrel IN Specific disease- ischemic stroke; Age- >=65 years; Gender- Both; Country- Singapore; Other- first ischemic stroke, ethnic Indian.",32959334,"Specific disease- ischemic stroke; Age- >=65 years; Gender- Both; Country- Singapore; Other- first ischemic stroke, ethnic Indian.",genetic testing of cyp2c19 --> ticagrelor for positive screens,Cost Effectiveness of Genotype-Guided Antiplatelet Therapy in Asian Ischemic Stroke  Patients: Ticagrelor as an Alternative to Clopidogrel in Patients with CYP2C19 Loss  of Function Mutations.,Standard/Usual Care- clopidogrel,NE
